Contact,Date1,Date2,start x,start y,end x,end y
S109_Median_10,15-Mar-2017,16-Mar-2017,442.2666,310.3211,393.7628,207.6996
S109_Median_10,15-Mar-2017,16-Mar-2017,442.2666,310.3211,501.315,148.5205
S109_Median_10,15-Mar-2017,16-Mar-2017,442.2666,310.3211,670.9479,136.9778
S109_Median_10,15-Mar-2017,16-Mar-2017,442.2666,310.3211,1333.778,1017.927
S109_Median_10,15-Mar-2017,16-Mar-2017,442.2666,310.3211,399.9707,270.4901
S109_Median_10,15-Mar-2017,16-Mar-2017,442.2666,310.3211,510.9999,232.3702
S109_Median_10,15-Mar-2017,16-Mar-2017,442.2666,310.3211,668.04,167.9321
S109_Median_10,15-Mar-2017,16-Mar-2017,442.2666,310.3211,1361.271,993.3519
S109_Median_10,15-Mar-2017,16-Mar-2017,442.2666,310.3211,407.5885,262.5671
S109_Median_10,15-Mar-2017,16-Mar-2017,442.2666,310.3211,512.6013,196.8152
S109_Median_10,15-Mar-2017,16-Mar-2017,442.2666,310.3211,650.8474,174.2388
S109_Median_10,15-Mar-2017,16-Mar-2017,442.2666,310.3211,1360.559,992.5919
S109_Median_10,15-Mar-2017,16-Mar-2017,442.2666,310.3211,393.6604,245.5354
S109_Median_10,15-Mar-2017,16-Mar-2017,442.2666,310.3211,508.7628,217.2799
S109_Median_10,15-Mar-2017,16-Mar-2017,442.2666,310.3211,664.6795,158.1259
S109_Median_10,15-Mar-2017,16-Mar-2017,442.2666,310.3211,1363.606,984.5807
S109_Median_10,15-Mar-2017,16-Mar-2017,442.2666,310.3211,391.9557,148.0365
S109_Median_10,15-Mar-2017,16-Mar-2017,442.2666,310.3211,488.7964,142.1982
S109_Median_10,15-Mar-2017,16-Mar-2017,442.2666,310.3211,1353.656,987.9337
S109_Median_10,15-Mar-2017,16-Mar-2017,442.2666,310.3211,1345.517,975.4437
S109_Median_10,16-Mar-2017,19-Apr-2017,393.7628,207.6996,510.3805,147.885
S109_Median_10,16-Mar-2017,19-Apr-2017,393.7628,207.6996,512.4128,149.1656
S109_Median_10,16-Mar-2017,19-Apr-2017,501.315,148.5205,510.3805,147.885
S109_Median_10,16-Mar-2017,19-Apr-2017,501.315,148.5205,512.4128,149.1656
S109_Median_10,16-Mar-2017,19-Apr-2017,670.9479,136.9778,510.3805,147.885
S109_Median_10,16-Mar-2017,19-Apr-2017,670.9479,136.9778,512.4128,149.1656
S109_Median_10,16-Mar-2017,19-Apr-2017,1333.778,1017.927,510.3805,147.885
S109_Median_10,16-Mar-2017,19-Apr-2017,1333.778,1017.927,512.4128,149.1656
S109_Median_10,16-Mar-2017,19-Apr-2017,399.9707,270.4901,510.3805,147.885
S109_Median_10,16-Mar-2017,19-Apr-2017,399.9707,270.4901,512.4128,149.1656
S109_Median_10,16-Mar-2017,19-Apr-2017,510.9999,232.3702,510.3805,147.885
S109_Median_10,16-Mar-2017,19-Apr-2017,510.9999,232.3702,512.4128,149.1656
S109_Median_10,16-Mar-2017,19-Apr-2017,668.04,167.9321,510.3805,147.885
S109_Median_10,16-Mar-2017,19-Apr-2017,668.04,167.9321,512.4128,149.1656
S109_Median_10,16-Mar-2017,19-Apr-2017,1361.271,993.3519,510.3805,147.885
S109_Median_10,16-Mar-2017,19-Apr-2017,1361.271,993.3519,512.4128,149.1656
S109_Median_10,16-Mar-2017,19-Apr-2017,407.5885,262.5671,510.3805,147.885
S109_Median_10,16-Mar-2017,19-Apr-2017,407.5885,262.5671,512.4128,149.1656
S109_Median_10,16-Mar-2017,19-Apr-2017,512.6013,196.8152,510.3805,147.885
S109_Median_10,16-Mar-2017,19-Apr-2017,512.6013,196.8152,512.4128,149.1656
S109_Median_10,16-Mar-2017,19-Apr-2017,650.8474,174.2388,510.3805,147.885
S109_Median_10,16-Mar-2017,19-Apr-2017,650.8474,174.2388,512.4128,149.1656
S109_Median_10,16-Mar-2017,19-Apr-2017,1360.559,992.5919,510.3805,147.885
S109_Median_10,16-Mar-2017,19-Apr-2017,1360.559,992.5919,512.4128,149.1656
S109_Median_10,16-Mar-2017,19-Apr-2017,393.6604,245.5354,510.3805,147.885
S109_Median_10,16-Mar-2017,19-Apr-2017,393.6604,245.5354,512.4128,149.1656
S109_Median_10,16-Mar-2017,19-Apr-2017,508.7628,217.2799,510.3805,147.885
S109_Median_10,16-Mar-2017,19-Apr-2017,508.7628,217.2799,512.4128,149.1656
S109_Median_10,16-Mar-2017,19-Apr-2017,664.6795,158.1259,510.3805,147.885
S109_Median_10,16-Mar-2017,19-Apr-2017,664.6795,158.1259,512.4128,149.1656
S109_Median_10,16-Mar-2017,19-Apr-2017,1363.606,984.5807,510.3805,147.885
S109_Median_10,16-Mar-2017,19-Apr-2017,1363.606,984.5807,512.4128,149.1656
