Contact,Date1,Date2,start x,start y,end x,end y
RCT02_pMedian_5,15-Feb-2023,06-Mar-2023,633.1354,1363.859,1358.767,829.3744
RCT02_pMedian_5,15-Feb-2023,06-Mar-2023,633.1354,1363.859,1445.544,787.2712
RCT02_pMedian_5,15-Feb-2023,06-Mar-2023,633.1354,1363.859,1417.885,781.7922
RCT02_pMedian_5,15-Feb-2023,06-Mar-2023,633.1354,1363.859,249.807,773.2961
RCT02_pMedian_5,15-Feb-2023,06-Mar-2023,633.1354,1363.859,1696.693,777.2516
RCT02_pMedian_5,15-Feb-2023,06-Mar-2023,633.1354,1363.859,1686.871,758.9012
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1358.767,829.3744,367.5318,421.1741
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1358.767,829.3744,1559.412,502.4591
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1358.767,829.3744,191.346,650.8653
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1358.767,829.3744,374.2573,295.2169
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1358.767,829.3744,1617.902,575.8817
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1358.767,829.3744,310.7849,742.6581
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1358.767,829.3744,1640.066,769.9745
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1358.767,829.3744,274.7578,730.3324
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1358.767,829.3744,1665.485,759.4426
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1358.767,829.3744,218.194,690.6732
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1358.767,829.3744,1680.181,737.7997
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1445.544,787.2712,367.5318,421.1741
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1445.544,787.2712,1559.412,502.4591
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1445.544,787.2712,191.346,650.8653
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1445.544,787.2712,374.2573,295.2169
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1445.544,787.2712,1617.902,575.8817
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1445.544,787.2712,310.7849,742.6581
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1445.544,787.2712,1640.066,769.9745
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1445.544,787.2712,274.7578,730.3324
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1445.544,787.2712,1665.485,759.4426
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1445.544,787.2712,218.194,690.6732
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1445.544,787.2712,1680.181,737.7997
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1417.885,781.7922,367.5318,421.1741
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1417.885,781.7922,1559.412,502.4591
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1417.885,781.7922,191.346,650.8653
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1417.885,781.7922,374.2573,295.2169
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1417.885,781.7922,1617.902,575.8817
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1417.885,781.7922,310.7849,742.6581
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1417.885,781.7922,1640.066,769.9745
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1417.885,781.7922,274.7578,730.3324
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1417.885,781.7922,1665.485,759.4426
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1417.885,781.7922,218.194,690.6732
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,1417.885,781.7922,1680.181,737.7997
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,249.807,773.2961,367.5318,421.1741
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,249.807,773.2961,1559.412,502.4591
RCT02_pMedian_5,06-Mar-2023,05-Apr-2023,249.807,773.2961,191.346,650.8653
